match_id,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
m_2010_F_50,1st Round,2010-05-25,5.0,44.4,46.3,French Open,2010,185.0
m_2010_F_51,1st Round,2010-05-25,4.06,41.6,39.8,French Open,2010,199.0
m_2010_F_52,1st Round,2010-05-25,5.12,46.4,58.0,French Open,2010,174.0
m_2010_F_53,1st Round,2010-05-25,5.04,44.4,43.7,French Open,2010,131.0
m_2010_F_54,1st Round,2010-05-25,4.3,43.0,33.0,French Open,2010,99.0
m_2010_F_55,1st Round,2010-05-25,4.45,42.0,49.0,French Open,2010,245.0
m_2010_F_56,1st Round,2010-05-25,4.65,41.6,52.7,French Open,2010,158.0
m_2010_F_57,1st Round,2010-05-25,4.0,36.3,38.7,French Open,2010,116.0
m_2010_F_58,1st Round,2010-05-25,4.31,39.3,37.3,French Open,2010,112.0
m_2010_F_59,1st Round,2010-05-25,4.04,45.7,31.0,French Open,2010,93.0
m_2010_F_60,1st Round,2010-05-25,5.96,49.3,47.7,French Open,2010,143.0
m_2010_F_61,1st Round,2010-05-25,3.85,40.7,42.3,French Open,2010,127.0
m_2010_F_62,1st Round,2010-05-25,4.54,44.3,42.3,French Open,2010,127.0
m_2010_F_63,1st Round,2010-05-26,4.91,40.1,52.3,French Open,2010,157.0
m_2010_F_64,2nd Round,2010-05-26,4.38,40.4,35.0,French Open,2010,105.0
m_2010_F_65,2nd Round,2010-05-26,3.55,36.1,23.7,French Open,2010,71.0
m_2010_F_66,2nd Round,2010-05-26,4.84,43.1,46.0,French Open,2010,184.0
m_2010_F_67,2nd Round,2010-05-26,4.72,40.5,45.7,French Open,2010,137.0
m_2010_F_68,2nd Round,2010-05-26,3.75,34.8,35.0,French Open,2010,105.0
m_2010_F_69,2nd Round,2010-05-26,4.68,44.5,48.0,French Open,2010,192.0
m_2010_F_70,2nd Round,2010-05-26,3.43,36.5,26.3,French Open,2010,79.0
m_2010_F_71,2nd Round,2010-05-26,4.1,39.7,43.0,French Open,2010,172.0
m_2010_F_72,2nd Round,2010-05-26,4.0,36.4,40.0,French Open,2010,120.0
m_2010_F_73,2nd Round,2010-05-26,4.75,42.7,44.3,French Open,2010,133.0
m_2010_F_74,2nd Round,2010-05-26,4.31,41.2,41.7,French Open,2010,125.0
m_2010_F_75,2nd Round,2010-05-26,3.93,36.8,35.3,French Open,2010,106.0
m_2010_F_76,2nd Round,2010-05-27,4.54,43.3,44.3,French Open,2010,177.0
m_2010_F_77,2nd Round,2010-05-27,3.78,33.9,29.0,French Open,2010,87.0
m_2010_F_78,2nd Round,2010-05-27,5.68,41.6,52.5,French Open,2010,210.0
m_2010_F_79,2nd Round,2010-05-27,4.32,45.3,40.0,French Open,2010,160.0
m_2010_F_80,2nd Round,2010-05-27,4.15,38.5,47.8,French Open,2010,191.0
m_2010_F_81,2nd Round,2010-05-27,4.57,41.9,51.2,French Open,2010,256.0
m_2010_F_82,2nd Round,2010-05-28,3.7,37.3,33.3,French Open,2010,100.0
m_2010_F_83,2nd Round,2010-05-28,4.48,41.3,37.6,French Open,2010,188.0
m_2010_F_84,2nd Round,2010-05-28,4.2,42.0,35.0,French Open,2010,105.0
m_2010_F_85,2nd Round,2010-05-28,4.21,42.9,40.0,French Open,2010,160.0
m_2010_F_86,2nd Round,2010-05-28,3.89,33.2,36.3,French Open,2010,109.0
m_2010_F_87,2nd Round,2010-05-28,3.7,38.0,33.3,French Open,2010,100.0
m_2010_F_88,2nd Round,2010-05-28,4.22,41.8,38.0,French Open,2010,76.0
m_2010_F_89,2nd Round,2010-05-28,5.93,45.3,53.3,French Open,2010,160.0
m_2010_F_90,2nd Round,2010-05-28,4.76,44.6,52.3,French Open,2010,157.0
m_2010_F_91,2nd Round,2010-05-28,5.28,43.5,52.8,French Open,2010,211.0
m_2010_F_92,2nd Round,2010-05-28,4.93,43.9,41.4,French Open,2010,207.0
m_2010_F_93,2nd Round,2010-05-28,4.14,38.1,38.3,French Open,2010,153.0
m_2010_F_94,2nd Round,2010-05-28,4.22,41.8,33.8,French Open,2010,135.0
m_2010_F_95,2nd Round,2010-05-28,4.96,45.0,55.6,French Open,2010,278.0
m_2010_F_96,3rd Round,2010-05-28,3.58,36.7,31.0,French Open,2010,93.0
m_2010_F_97,3rd Round,2010-05-28,4.94,42.5,38.3,French Open,2010,153.0
m_2010_F_98,3rd Round,2010-05-28,4.77,45.4,50.6,French Open,2010,253.0
m_2010_F_99,3rd Round,2010-05-28,4.33,38.9,46.5,French Open,2010,186.0
m_2010_F_100,3rd Round,2010-05-28,4.31,39.8,37.3,French Open,2010,112.0
m_2010_F_101,3rd Round,2010-05-28,3.82,38.0,37.3,French Open,2010,149.0
m_2010_F_102,3rd Round,2010-05-28,4.04,38.2,31.0,French Open,2010,93.0
m_2010_F_103,3rd Round,2010-05-29,4.07,39.1,38.0,French Open,2010,114.0
m_2010_F_104,3rd Round,2010-05-29,4.59,46.6,42.5,French Open,2010,170.0
m_2010_F_105,3rd Round,2010-05-29,4.14,38.2,38.7,French Open,2010,116.0
m_2010_F_106,3rd Round,2010-05-29,4.51,43.5,39.5,French Open,2010,158.0
m_2010_F_107,3rd Round,2010-05-29,4.67,42.6,46.7,French Open,2010,140.0
m_2010_F_108,3rd Round,2010-05-29,4.04,37.3,37.7,French Open,2010,113.0
m_2010_F_109,3rd Round,2010-05-29,5.04,44.7,48.4,French Open,2010,242.0
m_2010_F_110,3rd Round,2010-05-29,4.08,40.3,39.2,French Open,2010,196.0
m_2010_F_111,3rd Round,2010-05-29,5.29,47.0,49.3,French Open,2010,148.0
m_2010_F_112,4th Round,2010-05-30,4.0,39.5,38.7,French Open,2010,116.0
m_2010_F_113,4th Round,2010-05-30,3.61,40.4,33.7,French Open,2010,101.0
m_2010_F_114,4th Round,2010-05-30,3.75,48.6,30.0,French Open,2010,30.0
m_2010_F_115,4th Round,2010-05-30,4.39,43.4,45.3,French Open,2010,136.0
m_2010_F_116,4th Round,2010-05-31,4.15,41.9,34.3,French Open,2010,137.0
m_2010_F_117,4th Round,2010-05-31,4.46,41.6,43.5,French Open,2010,174.0
m_2010_F_118,4th Round,2010-05-31,5.1,48.3,51.0,French Open,2010,153.0
m_2010_F_119,4th Round,2010-05-31,3.88,43.0,33.0,French Open,2010,132.0
m_2010_F_120,Quarterfinals,2010-01-06,3.75,36.7,37.5,French Open,2010,150.0
m_2010_F_121,Quarterfinals,2010-01-06,4.75,45.3,38.0,French Open,2010,114.0
m_2010_F_122,Quarterfinals,2010-02-06,5.43,44.7,51.0,French Open,2010,255.0
m_2010_F_123,Quarterfinals,2010-02-06,4.56,41.7,51.7,French Open,2010,155.0
m_2010_F_124,Semifinals,2010-04-06,4.31,42.1,41.4,French Open,2010,207.0
m_2010_F_125,Semifinals,2010-04-06,4.45,42.1,43.0,French Open,2010,129.0
m_2010_F_126,The Final,2010-06-06,4.93,45.7,46.0,French Open,2010,138.0
m_2009_F_0,1st Round,2009-05-24,3.77,38.2,32.7,French Open,2009,98.0
m_2009_F_1,1st Round,2009-05-24,4.29,41.4,47.2,French Open,2009,236.0
m_2009_F_2,1st Round,2009-05-24,4.53,43.5,43.0,French Open,2009,172.0
m_2009_F_3,1st Round,2009-05-24,5.0,40.7,40.0,French Open,2009,40.0
m_2009_F_4,1st Round,2009-05-24,6.16,43.4,51.3,French Open,2009,154.0
m_2009_F_5,1st Round,2009-05-24,4.63,44.3,44.4,French Open,2009,222.0
m_2009_F_6,1st Round,2009-05-24,4.57,41.1,45.7,French Open,2009,137.0
m_2009_F_7,1st Round,2009-05-24,5.24,40.1,43.7,French Open,2009,131.0
m_2009_F_8,1st Round,2009-05-24,4.35,39.8,44.4,French Open,2009,222.0
m_2009_F_9,1st Round,2009-05-24,3.42,40.8,29.7,French Open,2009,89.0
m_2009_F_10,1st Round,2009-05-24,4.65,45.4,44.6,French Open,2009,223.0
m_2009_F_11,1st Round,2009-05-24,4.13,36.5,45.4,French Open,2009,227.0
m_2009_F_12,1st Round,2009-05-24,4.54,43.3,42.3,French Open,2009,127.0
m_2009_F_13,1st Round,2009-05-24,4.31,42.3,37.3,French Open,2009,112.0
m_2009_F_14,1st Round,2009-05-24,4.48,39.4,34.3,French Open,2009,103.0
m_2009_F_15,1st Round,2009-05-24,3.03,34.0,26.5,French Open,2009,106.0
m_2009_F_16,1st Round,2009-05-25,3.86,40.2,37.3,French Open,2009,112.0
m_2009_F_17,1st Round,2009-05-25,4.0,38.0,33.3,French Open,2009,100.0
m_2009_F_18,1st Round,2009-05-25,4.28,39.0,45.7,French Open,2009,137.0
m_2009_F_19,1st Round,2009-05-25,4.88,45.8,47.8,French Open,2009,239.0
m_2009_F_20,1st Round,2009-05-25,4.49,43.2,48.3,French Open,2009,193.0
m_2009_F_21,1st Round,2009-05-25,4.88,41.0,51.3,French Open,2009,205.0
m_2009_F_22,1st Round,2009-05-25,5.16,46.1,64.5,French Open,2009,129.0
m_2009_F_23,1st Round,2009-05-25,4.92,38.2,59.0,French Open,2009,177.0
m_2009_F_24,1st Round,2009-05-25,5.19,49.2,44.6,French Open,2009,223.0
m_2009_F_25,1st Round,2009-05-25,4.61,49.0,47.7,French Open,2009,143.0
m_2009_F_26,1st Round,2009-05-25,3.27,34.0,28.3,French Open,2009,85.0
m_2009_F_27,1st Round,2009-05-25,4.47,41.6,40.2,French Open,2009,201.0
m_2009_F_28,1st Round,2009-05-25,5.12,47.0,55.0,French Open,2009,220.0
m_2009_F_29,1st Round,2009-05-25,4.78,43.0,51.6,French Open,2009,258.0
m_2009_F_30,1st Round,2009-05-25,4.52,44.0,37.7,French Open,2009,113.0
m_2009_F_31,1st Round,2009-05-25,4.3,43.5,38.7,French Open,2009,116.0
m_2009_F_32,1st Round,2009-05-25,4.78,44.6,47.8,French Open,2009,191.0
m_2009_F_33,1st Round,2009-05-25,4.47,40.6,40.3,French Open,2009,161.0
m_2009_F_34,1st Round,2009-05-25,3.81,38.1,34.3,French Open,2009,103.0
m_2009_F_35,1st Round,2009-05-25,4.19,40.3,38.8,French Open,2009,155.0
m_2009_F_36,1st Round,2009-05-25,4.12,44.4,42.0,French Open,2009,210.0
m_2009_F_37,1st Round,2009-05-25,5.56,44.3,63.0,French Open,2009,189.0
m_2009_F_38,1st Round,2009-05-25,3.62,41.5,31.3,French Open,2009,94.0
m_2009_F_39,1st Round,2009-05-25,5.0,48.5,80.0,French Open,2009,160.0
m_2009_F_40,1st Round,2009-05-25,4.89,39.7,45.7,French Open,2009,137.0
m_2009_F_41,1st Round,2009-05-25,3.97,39.2,38.3,French Open,2009,115.0
m_2009_F_42,1st Round,2009-05-25,4.36,41.4,38.4,French Open,2009,192.0
m_2009_F_43,1st Round,2009-05-25,4.17,37.1,41.7,French Open,2009,125.0
m_2009_F_44,1st Round,2009-05-26,4.76,44.3,46.0,French Open,2009,138.0
m_2009_F_45,1st Round,2009-05-26,4.45,39.5,32.7,French Open,2009,98.0
m_2009_F_46,1st Round,2009-05-26,4.86,42.5,47.6,French Open,2009,238.0
m_2009_F_47,1st Round,2009-05-26,3.64,36.9,30.3,French Open,2009,91.0
m_2009_F_48,1st Round,2009-05-26,3.96,37.5,35.7,French Open,2009,107.0
m_2009_F_49,1st Round,2009-05-26,3.71,36.3,29.7,French Open,2009,89.0
m_2009_F_50,1st Round,2009-05-26,6.0,46.8,78.0,French Open,2009,78.0
m_2009_F_51,1st Round,2009-05-26,3.6,35.4,36.0,French Open,2009,36.0
m_2009_F_52,1st Round,2009-05-26,4.39,42.6,41.8,French Open,2009,167.0
m_2009_F_53,1st Round,2009-05-26,4.35,41.6,46.8,French Open,2009,187.0
m_2009_F_54,1st Round,2009-05-26,4.26,37.7,32.7,French Open,2009,98.0
m_2009_F_55,1st Round,2009-05-26,3.13,34.3,24.0,French Open,2009,72.0
m_2009_F_56,1st Round,2009-05-26,4.28,43.1,39.4,French Open,2009,197.0
m_2009_F_57,1st Round,2009-05-26,4.29,42.2,40.8,French Open,2009,163.0
m_2009_F_58,1st Round,2009-05-26,4.32,41.3,36.0,French Open,2009,108.0
m_2009_F_59,1st Round,2009-05-26,4.3,42.2,38.7,French Open,2009,116.0
m_2009_F_60,1st Round,2009-05-26,3.59,34.2,32.3,French Open,2009,97.0
m_2009_F_61,1st Round,2009-05-26,4.0,35.9,42.7,French Open,2009,128.0
m_2009_F_62,1st Round,2009-05-27,4.63,40.3,40.5,French Open,2009,162.0
m_2009_F_63,1st Round,2009-05-27,5.0,42.0,43.8,French Open,2009,175.0
m_2009_F_64,2nd Round,2009-05-27,3.95,39.4,40.5,French Open,2009,162.0
m_2009_F_65,2nd Round,2009-05-27,5.03,44.7,60.3,French Open,2009,181.0
m_2009_F_66,2nd Round,2009-05-27,4.1,39.8,40.0,French Open,2009,160.0
m_2009_F_67,2nd Round,2009-05-27,3.38,35.4,29.3,French Open,2009,88.0
m_2009_F_68,2nd Round,2009-05-27,5.47,45.2,58.8,French Open,2009,235.0
m_2009_F_69,2nd Round,2009-05-27,3.76,34.8,31.3,French Open,2009,94.0
m_2009_F_70,2nd Round,2009-05-27,3.77,37.4,27.7,French Open,2009,83.0
m_2009_F_71,2nd Round,2009-05-27,3.13,36.6,25.0,French Open,2009,75.0
m_2009_F_72,2nd Round,2009-05-27,3.36,38.9,24.7,French Open,2009,74.0
m_2009_F_73,2nd Round,2009-05-27,4.68,45.6,46.8,French Open,2009,187.0
m_2009_F_74,2nd Round,2009-05-27,5.1,43.6,49.0,French Open,2009,245.0
m_2009_F_75,2nd Round,2009-05-27,4.49,40.9,54.8,French Open,2009,274.0
m_2009_F_76,2nd Round,2009-05-27,5.48,50.7,45.7,French Open,2009,137.0
m_2009_F_77,2nd Round,2009-05-27,4.38,39.5,38.0,French Open,2009,114.0
m_2009_F_78,2nd Round,2009-05-27,3.78,36.1,40.3,French Open,2009,121.0
m_2009_F_79,2nd Round,2009-05-28,4.21,40.4,40.7,French Open,2009,122.0
m_2009_F_80,2nd Round,2009-05-28,5.93,45.4,59.3,French Open,2009,178.0
m_2009_F_81,2nd Round,2009-05-28,4.0,39.3,35.2,French Open,2009,176.0
m_2009_F_82,2nd Round,2009-05-28,4.8,38.1,48.0,French Open,2009,240.0
m_2009_F_83,2nd Round,2009-05-28,4.66,41.6,51.3,French Open,2009,205.0
m_2009_F_84,2nd Round,2009-05-28,4.56,45.3,41.0,French Open,2009,123.0
m_2009_F_85,2nd Round,2009-05-28,5.92,48.9,56.3,French Open,2009,225.0
m_2009_F_86,2nd Round,2009-05-28,4.24,42.0,41.6,French Open,2009,208.0
m_2009_F_87,2nd Round,2009-05-28,4.97,47.1,41.0,French Open,2009,164.0
m_2009_F_88,2nd Round,2009-05-28,4.87,42.9,56.0,French Open,2009,224.0
m_2009_F_89,2nd Round,2009-05-28,4.5,40.5,45.0,French Open,2009,135.0
m_2009_F_90,2nd Round,2009-05-28,4.85,43.3,47.3,French Open,2009,189.0
m_2009_F_91,2nd Round,2009-05-28,5.22,47.0,47.0,French Open,2009,141.0
m_2009_F_92,2nd Round,2009-05-28,3.96,36.6,37.0,French Open,2009,111.0
m_2009_F_93,2nd Round,2009-05-28,3.75,36.0,35.0,French Open,2009,105.0
m_2009_F_94,2nd Round,2009-05-29,4.77,40.4,41.3,French Open,2009,124.0
m_2009_F_95,2nd Round,2009-05-29,4.35,42.3,42.6,French Open,2009,213.0
m_2009_F_96,3rd Round,2009-05-29,5.22,42.5,55.7,French Open,2009,167.0
m_2009_F_97,3rd Round,2009-05-29,4.92,47.8,44.3,French Open,2009,177.0
m_2009_F_98,3rd Round,2009-05-29,3.45,35.3,38.0,French Open,2009,114.0
m_2009_F_99,3rd Round,2009-05-29,4.5,41.8,42.0,French Open,2009,126.0
m_2009_F_100,3rd Round,2009-05-29,5.07,39.4,47.3,French Open,2009,142.0
m_2009_F_101,3rd Round,2009-05-29,4.83,47.2,37.0,French Open,2009,111.0
m_2009_F_102,3rd Round,2009-05-29,4.91,42.6,54.0,French Open,2009,216.0
m_2009_F_103,3rd Round,2009-05-29,5.29,45.3,55.5,French Open,2009,111.0
m_2009_F_104,3rd Round,2009-05-30,3.83,38.6,39.3,French Open,2009,157.0
m_2009_F_105,3rd Round,2009-05-30,3.85,39.5,34.7,French Open,2009,104.0
m_2009_F_106,3rd Round,2009-05-30,4.03,39.3,34.3,French Open,2009,137.0
m_2009_F_107,3rd Round,2009-05-30,4.44,45.1,47.3,French Open,2009,142.0
m_2009_F_108,3rd Round,2009-05-30,4.17,42.9,36.5,French Open,2009,146.0
m_2009_F_109,3rd Round,2009-05-30,3.5,40.6,28.0,French Open,2009,84.0
m_2009_F_110,3rd Round,2009-05-30,4.7,45.0,47.0,French Open,2009,141.0
m_2009_F_111,3rd Round,2009-05-30,4.49,42.2,41.5,French Open,2009,166.0
m_2009_F_112,4th Round,2009-05-31,3.35,36.8,29.0,French Open,2009,87.0
m_2009_F_113,4th Round,2009-05-31,4.87,43.1,50.3,French Open,2009,151.0
m_2009_F_114,4th Round,2009-05-31,5.0,46.5,52.5,French Open,2009,210.0
m_2009_F_115,4th Round,2009-05-31,4.69,46.3,40.7,French Open,2009,122.0
m_2009_F_116,4th Round,2009-01-06,3.9,40.8,37.4,French Open,2009,187.0
m_2009_F_117,4th Round,2009-01-06,4.67,46.1,49.0,French Open,2009,196.0
m_2009_F_118,4th Round,2009-01-06,4.47,45.4,40.3,French Open,2009,161.0
m_2009_F_119,4th Round,2009-01-06,4.11,39.9,37.0,French Open,2009,111.0
m_2009_F_120,Quarterfinals,2009-02-06,4.39,40.4,33.7,French Open,2009,101.0
m_2009_F_121,Quarterfinals,2009-02-06,3.97,40.1,33.8,French Open,2009,135.0
m_2009_F_122,Quarterfinals,2009-03-06,4.33,39.2,43.3,French Open,2009,130.0
m_2009_F_123,Quarterfinals,2009-03-06,4.7,43.5,42.3,French Open,2009,127.0
m_2009_F_124,Semifinals,2009-05-06,3.92,38.5,41.6,French Open,2009,208.0
m_2009_F_125,Semifinals,2009-05-06,4.54,40.5,41.8,French Open,2009,209.0
m_2009_F_126,The Final,2009-07-06,3.97,40.6,38.3,French Open,2009,115.0
m_2008_F_0,1st Round,2008-05-25,4.47,38.9,50.3,French Open,2008,201.0
m_2008_F_1,1st Round,2008-05-25,3.69,36.3,35.7,French Open,2008,107.0
m_2008_F_2,1st Round,2008-05-25,4.65,43.2,40.3,French Open,2008,121.0
m_2008_F_3,1st Round,2008-05-25,4.52,40.1,37.7,French Open,2008,113.0
m_2008_F_4,1st Round,2008-05-25,4.94,45.3,46.4,French Open,2008,232.0
m_2008_F_5,1st Round,2008-05-25,3.86,33.9,37.3,French Open,2008,112.0
m_2008_F_6,1st Round,2008-05-25,3.82,42.2,37.3,French Open,2008,149.0
m_2008_F_7,1st Round,2008-05-25,4.48,39.9,43.0,French Open,2008,215.0
m_2008_F_8,1st Round,2008-05-25,4.67,44.8,47.6,French Open,2008,238.0
m_2008_F_9,1st Round,2008-05-25,3.93,37.4,38.0,French Open,2008,114.0
m_2008_F_10,1st Round,2008-05-25,4.04,39.6,36.3,French Open,2008,109.0
m_2008_F_11,1st Round,2008-05-25,4.21,40.2,32.8,French Open,2008,164.0
m_2008_F_12,1st Round,2008-05-25,3.69,38.9,32.0,French Open,2008,96.0
m_2008_F_13,1st Round,2008-05-25,5.67,49.7,55.3,French Open,2008,221.0
m_2008_F_14,1st Round,2008-05-25,4.93,45.2,46.0,French Open,2008,138.0
m_2008_F_15,1st Round,2008-05-26,4.23,40.4,41.3,French Open,2008,165.0
m_2008_F_16,1st Round,2008-05-26,5.07,46.9,54.5,French Open,2008,218.0
m_2008_F_17,1st Round,2008-05-26,5.0,40.8,43.3,French Open,2008,130.0
m_2008_F_18,1st Round,2008-05-26,4.58,40.2,44.0,French Open,2008,220.0
m_2008_F_19,1st Round,2008-05-26,4.4,42.4,38.5,French Open,2008,154.0
m_2008_F_20,1st Round,2008-05-26,4.4,42.4,44.0,French Open,2008,132.0
m_2008_F_21,1st Round,2008-05-26,6.31,49.0,75.7,French Open,2008,227.0
m_2008_F_22,1st Round,2008-05-26,5.13,38.0,48.8,French Open,2008,195.0
m_2008_F_23,1st Round,2008-05-26,4.45,39.7,43.0,French Open,2008,129.0
m_2008_F_24,1st Round,2008-05-26,3.28,33.3,31.7,French Open,2008,95.0
m_2008_F_25,1st Round,2008-05-26,3.76,35.7,31.3,French Open,2008,94.0
m_2008_F_26,1st Round,2008-05-26,3.53,38.3,22.3,French Open,2008,67.0
m_2008_F_27,1st Round,2008-05-26,3.74,34.8,39.3,French Open,2008,157.0
m_2008_F_28,1st Round,2008-05-26,3.89,36.2,35.0,French Open,2008,105.0
m_2008_F_29,1st Round,2008-05-26,3.48,37.1,31.3,French Open,2008,94.0
m_2008_F_30,1st Round,2008-05-27,3.2,32.9,26.7,French Open,2008,80.0
m_2008_F_31,1st Round,2008-05-27,4.89,44.2,45.7,French Open,2008,137.0
m_2008_F_32,1st Round,2008-05-27,4.25,38.5,34.0,French Open,2008,102.0
m_2008_F_33,1st Round,2008-05-27,3.86,38.8,36.0,French Open,2008,108.0
m_2008_F_34,1st Round,2008-05-27,3.93,41.3,35.3,French Open,2008,106.0
m_2008_F_35,1st Round,2008-05-28,4.28,39.4,41.3,French Open,2008,124.0
m_2008_F_36,1st Round,2008-05-28,4.19,37.9,37.7,French Open,2008,113.0
m_2008_F_37,1st Round,2008-05-28,4.31,38.9,41.7,French Open,2008,125.0
m_2008_F_38,1st Round,2008-05-28,5.81,43.6,93.0,French Open,2008,93.0
m_2008_F_39,1st Round,2008-05-28,4.79,40.0,44.7,French Open,2008,134.0
m_2008_F_40,1st Round,2008-05-28,4.32,42.5,40.3,French Open,2008,121.0
m_2008_F_41,1st Round,2008-05-28,4.28,37.4,42.8,French Open,2008,171.0
m_2008_F_42,1st Round,2008-05-28,4.79,44.2,44.7,French Open,2008,134.0
m_2008_F_43,1st Round,2008-05-28,4.53,40.7,42.6,French Open,2008,213.0
m_2008_F_44,1st Round,2008-05-28,4.31,38.9,41.4,French Open,2008,207.0
m_2008_F_45,1st Round,2008-05-28,3.7,36.8,37.0,French Open,2008,111.0
m_2008_F_46,1st Round,2008-05-28,4.06,39.2,38.2,French Open,2008,191.0
m_2008_F_47,1st Round,2008-05-28,4.64,42.6,41.8,French Open,2008,167.0
m_2008_F_48,1st Round,2008-05-28,3.83,39.6,38.3,French Open,2008,153.0
m_2008_F_49,1st Round,2008-05-28,4.28,40.0,42.8,French Open,2008,214.0
m_2008_F_50,1st Round,2008-05-28,4.75,39.8,42.8,French Open,2008,171.0
m_2008_F_51,1st Round,2008-05-28,4.54,44.6,46.5,French Open,2008,186.0
m_2008_F_52,1st Round,2008-05-28,4.41,41.3,43.0,French Open,2008,172.0
m_2008_F_53,1st Round,2008-05-28,4.49,44.1,41.5,French Open,2008,166.0
m_2008_F_54,1st Round,2008-05-28,5.5,51.0,51.3,French Open,2008,154.0
m_2008_F_55,1st Round,2008-05-28,3.93,38.5,43.2,French Open,2008,216.0
m_2008_F_56,1st Round,2008-05-28,4.08,39.0,49.0,French Open,2008,147.0
m_2008_F_57,1st Round,2008-05-28,3.65,40.3,28.0,French Open,2008,84.0
m_2008_F_58,1st Round,2008-05-28,3.89,36.2,46.7,French Open,2008,140.0
m_2008_F_59,1st Round,2008-05-28,4.0,35.8,37.0,French Open,2008,148.0
m_2008_F_60,1st Round,2008-05-28,5.22,38.0,55.7,French Open,2008,167.0
m_2008_F_61,1st Round,2008-05-28,3.89,38.5,35.0,French Open,2008,140.0
m_2008_F_62,1st Round,2008-05-28,3.93,40.5,36.7,French Open,2008,110.0
m_2008_F_63,1st Round,2008-05-28,4.68,42.8,39.0,French Open,2008,117.0
m_2008_F_64,2nd Round,2008-05-28,5.98,49.5,50.2,French Open,2008,251.0
m_2008_F_65,2nd Round,2008-05-28,3.48,35.0,26.7,French Open,2008,80.0
m_2008_F_66,2nd Round,2008-05-28,4.63,45.4,47.5,French Open,2008,190.0
m_2008_F_67,2nd Round,2008-05-28,4.37,42.7,39.3,French Open,2008,118.0
m_2008_F_68,2nd Round,2008-05-28,3.72,40.3,37.2,French Open,2008,186.0
m_2008_F_69,2nd Round,2008-05-28,4.83,42.6,48.3,French Open,2008,193.0
m_2008_F_70,2nd Round,2008-05-28,4.0,37.0,35.0,French Open,2008,140.0
m_2008_F_71,2nd Round,2008-05-28,3.77,35.2,32.7,French Open,2008,98.0
m_2008_F_72,2nd Round,2008-05-29,3.71,34.9,39.0,French Open,2008,156.0
m_2008_F_73,2nd Round,2008-05-29,4.8,44.9,55.3,French Open,2008,221.0
m_2008_F_74,2nd Round,2008-05-29,4.36,37.6,36.6,French Open,2008,183.0
m_2008_F_75,2nd Round,2008-05-29,5.79,43.7,46.3,French Open,2008,139.0
m_2008_F_76,2nd Round,2008-05-29,4.45,42.4,44.5,French Open,2008,178.0
m_2008_F_77,2nd Round,2008-05-29,4.0,35.7,42.0,French Open,2008,168.0
m_2008_F_78,2nd Round,2008-05-29,4.79,41.3,51.5,French Open,2008,206.0
m_2008_F_79,2nd Round,2008-05-29,5.29,46.9,54.7,French Open,2008,164.0
m_2008_F_80,2nd Round,2008-05-29,4.32,37.5,36.0,French Open,2008,108.0
m_2008_F_81,2nd Round,2008-05-29,4.96,47.8,38.0,French Open,2008,114.0
m_2008_F_82,2nd Round,2008-05-29,4.91,45.6,40.5,French Open,2008,162.0
m_2008_F_83,2nd Round,2008-05-29,3.96,40.1,35.7,French Open,2008,107.0
m_2008_F_84,2nd Round,2008-05-29,4.14,35.5,36.3,French Open,2008,145.0
m_2008_F_85,2nd Round,2008-05-29,4.22,40.3,38.8,French Open,2008,194.0
m_2008_F_86,2nd Round,2008-05-29,4.86,41.8,45.3,French Open,2008,136.0
m_2008_F_87,2nd Round,2008-05-29,5.36,43.4,56.3,French Open,2008,225.0
m_2008_F_88,2nd Round,2008-05-29,4.21,37.3,35.8,French Open,2008,143.0
m_2008_F_89,2nd Round,2008-05-29,5.26,46.1,59.7,French Open,2008,179.0
m_2008_F_90,2nd Round,2008-05-29,4.47,40.5,42.5,French Open,2008,170.0
m_2008_F_91,2nd Round,2008-05-29,4.67,43.4,42.0,French Open,2008,126.0
m_2008_F_92,2nd Round,2008-05-29,4.42,41.7,28.0,French Open,2008,84.0
m_2008_F_93,2nd Round,2008-05-29,3.78,34.2,34.0,French Open,2008,102.0
m_2008_F_94,2nd Round,2008-05-30,4.96,42.8,45.6,French Open,2008,228.0
m_2008_F_95,2nd Round,2008-05-30,4.21,36.9,45.3,French Open,2008,181.0
m_2008_F_96,3rd Round,2008-05-30,4.38,43.5,42.3,French Open,2008,127.0
m_2008_F_97,3rd Round,2008-05-30,5.13,46.6,39.3,French Open,2008,118.0
m_2008_F_98,3rd Round,2008-05-30,4.56,39.9,51.7,French Open,2008,155.0
m_2008_F_99,3rd Round,2008-05-30,4.74,46.5,51.0,French Open,2008,204.0
m_2008_F_100,3rd Round,2008-05-30,4.02,38.7,42.3,French Open,2008,169.0
m_2008_F_101,3rd Round,2008-05-30,4.79,44.8,45.5,French Open,2008,182.0
m_2008_F_102,3rd Round,2008-05-30,4.57,40.3,45.7,French Open,2008,137.0
m_2008_F_103,3rd Round,2008-05-30,4.0,37.0,41.3,French Open,2008,124.0
m_2008_F_104,3rd Round,2008-05-31,4.54,43.6,36.3,French Open,2008,109.0
m_2008_F_105,3rd Round,2008-05-31,4.78,45.6,43.0,French Open,2008,215.0
m_2008_F_106,3rd Round,2008-05-31,3.98,40.6,39.8,French Open,2008,199.0
m_2008_F_107,3rd Round,2008-05-31,3.47,34.5,34.7,French Open,2008,104.0
m_2008_F_108,3rd Round,2008-05-31,3.91,39.4,36.0,French Open,2008,180.0
