match_id,player_id,pts,rank,winner,sets,1,2,3,4,5,avg_odds,max_odds,total_pts,service_pts,return_pts,aces,bp_saved,bp_faced,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per
m_2019_A_68,atp_104898,860.0,58.0,False,0.0,1.0,3.0,3.0,,,6.68,7.98,50.0,40.0,10.0,4.0,2.0,7.0,5.0,5.0,38.0,2.0,0.5352112676056338
m_2019_A_69,atp_111456,692.0,81.0,False,1.0,5.0,7.0,4.0,4.0,,7.45,9.9,134.0,88.0,46.0,9.0,9.0,15.0,19.0,27.0,110.0,2.0,0.7284768211920529
m_2019_A_70,atp_104731,4810.0,6.0,False,1.0,6.0,4.0,4.0,5.0,,1.18,1.2,118.0,87.0,31.0,13.0,10.0,14.0,16.0,15.0,87.0,4.0,0.6492537313432836
m_2019_A_71,atp_105430,585.0,98.0,False,0.0,1.0,6.0,3.0,,,4.41,4.85,79.0,46.0,33.0,2.0,5.0,10.0,15.0,18.0,51.0,1.0,0.6144578313253012
m_2019_A_72,atp_105554,266.0,189.0,False,0.0,6.0,6.0,3.0,,,15.48,23.78,95.0,72.0,23.0,4.0,3.0,5.0,10.0,13.0,70.0,0.0,0.6086956521739131
m_2019_A_73,atp_104792,1195.0,33.0,False,1.0,3.0,7.0,6.0,6.0,,1.6,1.65,170.0,112.0,58.0,22.0,12.0,15.0,33.0,25.0,114.0,6.0,0.6785714285714286
m_2019_A_74,atp_106415,758.0,69.0,False,0.0,3.0,3.0,3.0,,,4.36,4.62,86.0,45.0,41.0,4.0,8.0,15.0,23.0,18.0,66.0,2.0,0.7096774193548387
m_2019_A_75,atp_124187,593.0,97.0,False,2.0,7.0,2.0,4.0,6.0,6.0,1.35,1.4,162.0,118.0,44.0,67.0,2.0,5.0,27.0,17.0,108.0,8.0,0.6428571428571429
m_2019_A_76,atp_105357,1108.0,37.0,False,2.0,3.0,1.0,6.0,7.0,4.0,3.46,3.7,150.0,100.0,50.0,12.0,10.0,17.0,31.0,19.0,110.0,4.0,0.650887573964497
m_2019_A_77,atp_104655,616.0,94.0,False,1.0,3.0,7.0,3.0,5.0,,6.03,6.9,128.0,96.0,32.0,15.0,8.0,11.0,17.0,15.0,101.0,8.0,0.6644736842105263
m_2019_A_78,atp_105967,319.0,166.0,False,2.0,4.0,2.0,7.0,6.0,3.0,10.7,13.0,159.0,94.0,65.0,6.0,3.0,10.0,35.0,30.0,95.0,1.0,0.6050955414012739
m_2019_A_79,atp_105051,981.0,48.0,False,0.0,3.0,2.0,2.0,,,9.92,13.8,63.0,41.0,22.0,7.0,4.0,9.0,10.0,12.0,50.0,3.0,0.6666666666666666
m_2019_A_80,atp_103333,739.0,73.0,False,2.0,3.0,6.0,7.0,7.0,6.0,5.25,5.91,162.0,126.0,36.0,59.0,5.0,6.0,25.0,11.0,128.0,3.0,0.7529411764705882
m_2019_A_81,atp_104527,830.0,59.0,False,1.0,7.0,6.0,6.0,6.0,,3.64,4.0,161.0,122.0,39.0,28.0,5.0,7.0,17.0,22.0,102.0,2.0,0.6
m_2019_A_82,atp_104259,1215.0,32.0,False,2.0,5.0,6.0,6.0,7.0,4.0,1.41,1.44,181.0,125.0,56.0,20.0,12.0,14.0,31.0,25.0,113.0,6.0,0.5978835978835979
m_2019_A_83,atp_125802,658.0,84.0,False,0.0,2.0,3.0,6.0,,,2.3,2.4,86.0,61.0,25.0,11.0,9.0,15.0,8.0,17.0,56.0,10.0,0.5283018867924528
m_2019_A_84,atp_105916,1094.0,38.0,False,0.0,4.0,3.0,4.0,,,3.69,3.9,79.0,51.0,28.0,11.0,0.0,4.0,11.0,17.0,55.0,4.0,0.6626506024096386
m_2019_A_85,atp_104919,920.0,53.0,False,0.0,6.0,3.0,6.0,,,2.37,2.7,93.0,68.0,25.0,13.0,3.0,5.0,12.0,13.0,60.0,2.0,0.5769230769230769
m_2019_A_87,atp_105539,599.0,96.0,False,0.0,4.0,6.0,6.0,,,3.05,3.23,126.0,84.0,42.0,11.0,7.0,11.0,24.0,18.0,93.0,3.0,0.636986301369863
m_2019_A_88,atp_105657,823.0,60.0,False,1.0,7.0,5.0,2.0,4.0,,4.46,5.0,109.0,78.0,31.0,20.0,3.0,8.0,16.0,15.0,74.0,3.0,0.6016260162601627
m_2019_A_89,atp_104468,1280.0,30.0,False,2.0,6.0,4.0,6.0,6.0,4.0,1.14,1.2,173.0,117.0,56.0,14.0,13.0,18.0,27.0,29.0,124.0,9.0,0.6358974358974359
m_2019_A_90,atp_109739,744.0,71.0,False,1.0,6.0,6.0,7.0,4.0,,2.14,2.3,147.0,112.0,35.0,21.0,4.0,5.0,12.0,23.0,95.0,4.0,0.6168831168831169
m_2019_A_91,atp_106121,691.0,82.0,False,0.0,3.0,6.0,3.0,,,5.59,6.23,78.0,52.0,26.0,6.0,0.0,2.0,11.0,15.0,49.0,5.0,0.6282051282051282
m_2019_A_92,atp_106233,4095.0,8.0,False,0.0,5.0,4.0,0.0,,,1.18,1.21,74.0,49.0,25.0,1.0,7.0,10.0,13.0,12.0,63.0,2.0,0.7682926829268293
m_2019_A_93,atp_105992,660.0,83.0,False,0.0,3.0,3.0,3.0,,,4.66,5.05,54.0,42.0,12.0,4.0,2.0,7.0,5.0,7.0,41.0,4.0,0.5324675324675324
m_2019_A_94,atp_104871,1120.0,36.0,False,2.0,6.0,4.0,7.0,7.0,1.0,6.58,7.75,163.0,115.0,48.0,14.0,12.0,17.0,22.0,26.0,118.0,3.0,0.6820809248554913
m_2019_A_96,atp_105932,1820.0,20.0,False,1.0,3.0,6.0,6.0,4.0,,3.27,3.5,125.0,85.0,40.0,14.0,3.0,6.0,18.0,22.0,78.0,6.0,0.6
m_2019_A_97,atp_106043,1925.0,16.0,False,1.0,7.0,3.0,5.0,4.0,,4.04,5.5,130.0,85.0,45.0,8.0,4.0,7.0,14.0,31.0,76.0,2.0,0.6031746031746031
m_2019_A_98,atp_126203,964.0,50.0,False,0.0,2.0,5.0,2.0,,,10.47,13.49,61.0,48.0,13.0,8.0,4.0,9.0,3.0,10.0,45.0,0.0,0.5769230769230769
m_2019_A_99,atp_104312,1170.0,35.0,False,2.0,7.0,3.0,6.0,4.0,3.0,1.81,1.95,139.0,100.0,39.0,19.0,5.0,10.0,17.0,22.0,97.0,4.0,0.6510067114093959
m_2019_A_100,atp_105341,573.0,102.0,False,0.0,6.0,4.0,4.0,,,9.13,11.56,81.0,61.0,20.0,4.0,1.0,5.0,8.0,12.0,58.0,2.0,0.5918367346938775
m_2019_A_101,atp_111575,2835.0,11.0,False,0.0,4.0,5.0,4.0,,,1.51,1.57,81.0,56.0,25.0,8.0,9.0,14.0,10.0,15.0,52.0,5.0,0.52
m_2019_A_102,atp_200282,1353.0,29.0,False,0.0,1.0,2.0,4.0,,,7.13,9.25,76.0,50.0,26.0,3.0,8.0,13.0,12.0,14.0,54.0,2.0,0.574468085106383
m_2019_A_103,atp_104269,1410.0,28.0,False,2.0,6.0,6.0,1.0,6.0,3.0,3.63,3.9,152.0,105.0,47.0,27.0,15.0,19.0,16.0,31.0,113.0,5.0,0.6848484848484848
m_2019_A_104,atp_105676,1785.0,22.0,False,0.0,2.0,6.0,3.0,,,2.39,2.7,74.0,47.0,27.0,4.0,5.0,11.0,8.0,19.0,56.0,2.0,0.6086956521739131
m_2019_A_105,atp_105311,1017.0,44.0,False,0.0,6.0,1.0,2.0,,,5.67,7.1,71.0,51.0,20.0,9.0,2.0,7.0,12.0,8.0,49.0,1.0,0.5568181818181818
m_2019_A_106,atp_104926,2315.0,13.0,False,1.0,2.0,4.0,6.0,4.0,,1.77,1.87,104.0,61.0,43.0,8.0,9.0,17.0,27.0,16.0,74.0,7.0,0.6379310344827587
m_2019_A_108,atp_133430,1440.0,27.0,False,1.0,3.0,4.0,6.0,0.0,,11.58,14.37,85.0,58.0,27.0,6.0,5.0,13.0,14.0,13.0,61.0,5.0,0.5648148148148148
m_2019_A_109,atp_105936,620.0,93.0,False,1.0,6.0,3.0,4.0,3.0,,5.44,6.34,113.0,69.0,44.0,12.0,9.0,14.0,20.0,24.0,77.0,2.0,0.6875
m_2019_A_110,atp_106109,343.0,155.0,False,0.0,3.0,3.0,2.0,,,10.63,15.0,76.0,49.0,27.0,5.0,6.0,12.0,16.0,11.0,58.0,1.0,0.6444444444444445
m_2019_A_111,atp_200615,360.0,149.0,False,2.0,6.0,3.0,7.0,6.0,3.0,2.67,2.8,168.0,119.0,49.0,16.0,10.0,13.0,26.0,23.0,111.0,9.0,0.6201117318435754
m_2019_A_112,atp_105777,1790.0,21.0,False,1.0,5.0,6.0,7.0,5.0,,1.4,1.45,171.0,96.0,75.0,21.0,8.0,13.0,41.0,34.0,95.0,6.0,0.6462585034013606
m_2019_A_113,atp_104607,865.0,57.0,False,0.0,0.0,1.0,6.0,,,5.3,6.0,64.0,44.0,20.0,5.0,8.0,13.0,11.0,9.0,37.0,3.0,0.47435897435897434
m_2019_A_114,atp_105227,4160.0,7.0,False,2.0,7.0,3.0,2.0,6.0,4.0,1.72,1.77,152.0,105.0,47.0,17.0,8.0,13.0,32.0,15.0,102.0,6.0,0.6107784431137725
m_2019_A_115,atp_103819,6420.0,3.0,False,1.0,7.0,6.0,5.0,6.0,,1.16,1.19,166.0,114.0,52.0,12.0,2.0,3.0,25.0,27.0,105.0,0.0,0.6730769230769231
m_2019_A_116,atp_100644,6385.0,4.0,False,0.0,1.0,1.0,6.0,,,1.74,1.8,72.0,50.0,22.0,6.0,14.0,20.0,11.0,11.0,56.0,10.0,0.6222222222222222
m_2019_A_117,atp_106432,2435.0,12.0,False,1.0,7.0,4.0,5.0,6.0,,1.27,1.35,138.0,102.0,36.0,24.0,8.0,12.0,15.0,21.0,120.0,5.0,0.7741935483870968
m_2019_A_118,atp_105807,1705.0,23.0,False,2.0,7.0,6.0,6.0,4.0,6.0,4.62,5.05,209.0,129.0,80.0,5.0,15.0,21.0,34.0,46.0,153.0,2.0,0.6986301369863014
m_2019_A_119,atp_106421,1865.0,19.0,False,1.0,4.0,7.0,2.0,3.0,,6.4,7.0,126.0,82.0,44.0,18.0,11.0,18.0,23.0,21.0,93.0,6.0,0.6549295774647887
m_2019_A_120,atp_105138,1605.0,24.0,False,1.0,5.0,6.0,4.0,6.0,,1.86,2.0,126.0,86.0,40.0,6.0,7.0,11.0,12.0,28.0,88.0,2.0,0.6875
m_2019_A_121,atp_126207,1080.0,39.0,False,0.0,3.0,4.0,2.0,,,11.47,15.0,61.0,44.0,17.0,13.0,4.0,8.0,9.0,8.0,54.0,0.0,0.75
m_2019_A_122,atp_105683,1900.0,17.0,False,1.0,6.0,3.0,7.0,4.0,,1.16,1.2,128.0,97.0,31.0,25.0,11.0,14.0,13.0,18.0,87.0,6.0,0.5838926174496645
m_2019_A_123,atp_105453,3750.0,9.0,False,0.0,1.0,1.0,,,,7.62,9.0,25.0,21.0,4.0,0.0,0.0,4.0,3.0,1.0,33.0,3.0,0.7021276595744681
m_2019_A_124,atp_126774,2095.0,15.0,False,0.0,2.0,4.0,0.0,,,5.19,5.8,47.0,35.0,12.0,5.0,5.0,11.0,6.0,6.0,45.0,2.0,0.6923076923076923
m_2019_A_125,atp_106298,1245.0,31.0,False,0.0,0.0,2.0,2.0,,,10.45,13.05,44.0,36.0,8.0,4.0,5.0,12.0,6.0,2.0,40.0,3.0,0.5405405405405406
m_2019_A_126,atp_104745,7480.0,2.0,False,0.0,3.0,2.0,3.0,,,2.15,2.3,53.0,40.0,13.0,3.0,3.0,8.0,10.0,3.0,47.0,2.0,0.6438356164383562
m_2018_A_0,atp_104890,81.0,448.0,False,0.0,6.0,3.0,4.0,,,13.72,21.25,90.0,57.0,33.0,11.0,9.0,16.0,10.0,23.0,63.0,7.0,0.5625
m_2018_A_1,atp_104534,585.0,95.0,False,2.0,3.0,7.0,6.0,5.0,2.0,3.31,3.5,148.0,83.0,65.0,5.0,10.0,19.0,31.0,34.0,95.0,4.0,0.6333333333333333
m_2018_A_2,atp_104731,2610.0,12.0,False,2.0,7.0,3.0,6.0,3.0,4.0,1.41,1.46,154.0,99.0,55.0,35.0,7.0,11.0,24.0,31.0,93.0,2.0,0.6690647482014388
m_2018_A_3,atp_106186,217.0,243.0,False,1.0,5.0,6.0,5.0,1.0,,3.73,4.3,128.0,81.0,47.0,6.0,11.0,20.0,23.0,24.0,91.0,11.0,0.5947712418300654
m_2018_A_4,atp_104022,604.0,90.0,False,0.0,6.0,3.0,5.0,,,2.27,2.45,94.0,60.0,34.0,9.0,3.0,8.0,21.0,13.0,63.0,1.0,0.6116504854368932
m_2018_A_5,atp_105732,690.0,74.0,False,1.0,2.0,1.0,7.0,6.0,,2.18,2.28,118.0,77.0,41.0,10.0,7.0,12.0,26.0,15.0,78.0,7.0,0.6
m_2018_A_6,atp_105643,755.0,67.0,False,0.0,5.0,4.0,3.0,,,3.99,4.3,88.0,66.0,22.0,4.0,8.0,11.0,13.0,9.0,74.0,3.0,0.6666666666666666
m_2018_A_7,atp_144895,361.0,155.0,False,1.0,6.0,4.0,2.0,2.0,,3.36,3.59,101.0,52.0,49.0,5.0,7.0,15.0,20.0,29.0,62.0,5.0,0.6138613861386139
m_2018_A_8,atp_103970,1360.0,33.0,False,2.0,5.0,7.0,2.0,7.0,2.0,1.92,2.01,161.0,84.0,77.0,3.0,8.0,21.0,28.0,49.0,102.0,10.0,0.6181818181818182
m_2018_A_9,atp_104545,2265.0,16.0,False,1.0,4.0,6.0,3.0,3.0,,1.34,1.39,90.0,68.0,22.0,24.0,0.0,4.0,11.0,11.0,68.0,2.0,0.6476190476190476
m_2018_A_10,atp_104259,1415.0,29.0,False,2.0,3.0,6.0,0.0,6.0,2.0,1.3,1.33,113.0,64.0,49.0,8.0,11.0,19.0,29.0,20.0,68.0,4.0,0.5573770491803278
m_2018_A_11,atp_106109,274.0,188.0,False,2.0,7.0,6.0,2.0,3.0,4.0,3.77,4.2,139.0,89.0,50.0,12.0,6.0,12.0,26.0,24.0,83.0,5.0,0.5886524822695035
m_2018_A_12,atp_126774,655.0,82.0,False,0.0,1.0,3.0,6.0,,,2.14,2.25,72.0,53.0,19.0,6.0,3.0,8.0,8.0,11.0,46.0,6.0,0.5054945054945055
m_2018_A_13,atp_110602,232.0,226.0,False,0.0,3.0,2.0,1.0,,,17.22,26.86,57.0,39.0,18.0,3.0,8.0,14.0,5.0,13.0,49.0,2.0,0.5903614457831325
m_2018_A_14,atp_105583,687.0,75.0,False,2.0,6.0,3.0,7.0,4.0,9.0,3.9,4.33,183.0,102.0,81.0,6.0,13.0,24.0,41.0,40.0,126.0,8.0,0.6885245901639344
m_2018_A_15,atp_105577,541.0,105.0,False,1.0,2.0,2.0,6.0,6.0,,5.95,6.79,126.0,89.0,37.0,12.0,13.0,18.0,16.0,21.0,80.0,6.0,0.5228758169934641
m_2018_A_16,atp_103893,1120.0,44.0,False,2.0,6.0,6.0,6.0,2.0,4.0,2.11,2.38,151.0,109.0,42.0,18.0,8.0,13.0,16.0,26.0,92.0,5.0,0.5139664804469274
m_2018_A_17,atp_111513,624.0,85.0,False,0.0,6.0,3.0,6.0,,,1.92,2.05,106.0,73.0,33.0,9.0,7.0,9.0,10.0,23.0,73.0,1.0,0.6822429906542056
m_2018_A_18,atp_111200,398.0,140.0,False,1.0,4.0,3.0,6.0,1.0,,1.89,1.95,107.0,68.0,39.0,2.0,7.0,13.0,17.0,22.0,64.0,4.0,0.5161290322580645
m_2018_A_19,atp_105657,592.0,92.0,False,0.0,5.0,4.0,3.0,,,3.07,3.3,89.0,51.0,38.0,12.0,5.0,10.0,21.0,17.0,49.0,2.0,0.5833333333333334
m_2018_A_20,atp_106058,2960.0,9.0,False,1.0,1.0,6.0,7.0,3.0,,1.41,1.46,102.0,64.0,38.0,6.0,2.0,9.0,18.0,20.0,69.0,7.0,0.6160714285714286
m_2018_A_21,atp_105589,545.0,102.0,False,1.0,3.0,4.0,6.0,3.0,,2.59,2.76,101.0,66.0,35.0,11.0,10.0,16.0,15.0,20.0,67.0,3.0,0.5630252100840336
m_2018_A_22,atp_106026,487.0,119.0,False,0.0,6.0,4.0,3.0,,,2.02,2.15,87.0,57.0,30.0,0.0,3.0,9.0,15.0,15.0,75.0,1.0,0.7211538461538461
m_2018_A_23,atp_106432,1036.0,46.0,False,0.0,5.0,4.0,1.0,,,1.73,2.03,81.0,41.0,40.0,2.0,2.0,8.0,18.0,22.0,48.0,4.0,0.6075949367088608
m_2018_A_24,atp_111797,550.0,101.0,False,0.0,2.0,6.0,3.0,,,2.81,3.01,76.0,70.0,6.0,10.0,12.0,16.0,0.0,6.0,74.0,1.0,0.6016260162601627
m_2018_A_25,atp_111460,436.0,134.0,False,2.0,3.0,6.0,7.0,5.0,9.0,1.96,2.1,210.0,130.0,80.0,27.0,8.0,12.0,51.0,29.0,120.0,16.0,0.6153846153846154
m_2018_A_26,atp_106298,2235.0,18.0,False,1.0,4.0,4.0,7.0,6.0,,1.19,1.22,145.0,90.0,55.0,14.0,4.0,8.0,35.0,20.0,85.0,6.0,0.6204379562043796
m_2018_A_27,atp_104297,566.0,98.0,False,0.0,1.0,2.0,4.0,,,16.22,26.1,60.0,38.0,22.0,3.0,2.0,7.0,14.0,8.0,49.0,3.0,0.7
m_2018_A_28,atp_103607,677.0,79.0,False,0.0,1.0,1.0,1.0,,,22.16,30.84,41.0,24.0,17.0,1.0,4.0,12.0,11.0,6.0,40.0,1.0,0.6557377049180327
m_2018_A_29,atp_106099,254.0,210.0,False,2.0,7.0,6.0,3.0,5.0,3.0,2.05,2.25,160.0,96.0,64.0,9.0,14.0,24.0,24.0,40.0,96.0,6.0,0.5454545454545454
m_2018_A_30,atp_104460,442.0,129.0,False,2.0,4.0,3.0,6.0,7.0,1.0,3.08,3.31,128.0,104.0,24.0,10.0,9.0,16.0,13.0,11.0,123.0,11.0,0.6721311475409836
m_2018_A_31,atp_110536,248.0,214.0,False,0.0,4.0,4.0,1.0,,,7.22,8.67,85.0,58.0,27.0,6.0,10.0,15.0,10.0,17.0,71.0,6.0,0.6635514018691588
m_2018_A_32,atp_105683,1750.0,23.0,False,1.0,7.0,5.0,4.0,6.0,,1.16,1.19,152.0,106.0,46.0,36.0,6.0,9.0,18.0,28.0,91.0,6.0,0.5833333333333334
m_2018_A_33,atp_106324,236.0,225.0,False,0.0,4.0,3.0,3.0,,,3.88,4.46,76.0,53.0,23.0,1.0,2.0,6.0,16.0,7.0,59.0,0.0,0.6941176470588235
m_2018_A_34,atp_105430,618.0,87.0,False,1.0,2.0,3.0,6.0,5.0,,2.8,3.02,121.0,73.0,48.0,0.0,12.0,21.0,15.0,33.0,102.0,5.0,0.7034482758620689
m_2018_A_35,atp_105138,2015.0,21.0,False,0.0,1.0,5.0,5.0,,,1.42,1.48,78.0,57.0,21.0,1.0,4.0,11.0,9.0,12.0,80.0,1.0,0.7476635514018691
m_2018_A_36,atp_106121,585.0,96.0,False,1.0,7.0,6.0,4.0,1.0,,2.48,2.75,135.0,88.0,47.0,14.0,10.0,18.0,22.0,25.0,104.0,2.0,0.65
m_2018_A_37,atp_126610,442.0,130.0,False,0.0,4.0,4.0,4.0,,,3.6,4.1,71.0,54.0,17.0,12.0,1.0,4.0,7.0,10.0,48.0,2.0,0.6075949367088608
m_2018_A_38,atp_111442,564.0,99.0,False,2.0,3.0,1.0,6.0,6.0,3.0,1.15,1.18,144.0,82.0,62.0,12.0,11.0,19.0,39.0,23.0,91.0,5.0,0.6190476190476191
m_2018_A_39,atp_105649,645.0,83.0,False,0.0,0.0,3.0,4.0,,,2.5,2.63,61.0,43.0,18.0,1.0,11.0,18.0,8.0,10.0,61.0,7.0,0.6853932584269663
m_2018_A_40,atp_104898,1175.0,43.0,False,1.0,3.0,5.0,7.0,5.0,,1.3,1.35,134.0,88.0,46.0,8.0,7.0,12.0,21.0,25.0,88.0,3.0,0.6470588235294118
m_2018_A_41,atp_103852,1295.0,38.0,False,0.0,3.0,4.0,2.0,,,2.09,2.27,70.0,52.0,18.0,13.0,9.0,13.0,7.0,11.0,65.0,2.0,0.7303370786516854
m_2018_A_42,atp_105341,701.0,73.0,False,0.0,1.0,6.0,5.0,,,17.87,29.0,97.0,56.0,41.0,5.0,5.0,10.0,22.0,19.0,51.0,6.0,0.49514563106796117
m_2018_A_43,atp_104897,280.0,182.0,False,1.0,7.0,3.0,2.0,4.0,,13.08,19.0,106.0,66.0,40.0,6.0,5.0,12.0,20.0,20.0,66.0,4.0,0.5945945945945946
m_2018_A_44,atp_105062,730.0,69.0,False,0.0,3.0,3.0,1.0,,,2.48,2.69,73.0,41.0,32.0,1.0,6.0,12.0,17.0,15.0,55.0,2.0,0.6395348837209303
m_2018_A_45,atp_105575,433.0,136.0,False,1.0,3.0,4.0,6.0,6.0,,2.54,2.84,127.0,77.0,50.0,11.0,8.0,12.0,19.0,31.0,72.0,1.0,0.6206896551724138
m_2018_A_46,atp_111577,878.0,54.0,False,0.0,2.0,3.0,4.0,,,1.74,1.81,66.0,40.0,26.0,9.0,2.0,7.0,10.0,16.0,31.0,3.0,0.4626865671641791
m_2018_A_47,atp_104252,733.0,68.0,False,0.0,4.0,4.0,4.0,,,2.28,2.39,95.0,66.0,29.0,7.0,14.0,19.0,18.0,11.0,63.0,4.0,0.5431034482758621
m_2018_A_48,atp_105449,1010.0,48.0,False,1.0,7.0,3.0,6.0,2.0,,1.29,1.32,122.0,83.0,39.0,13.0,6.0,11.0,19.0,20.0,65.0,9.0,0.4744525547445255
m_2018_A_49,atp_105385,816.0,63.0,False,0.0,1.0,2.0,4.0,,,7.97,10.5,68.0,52.0,16.0,2.0,19.0,25.0,8.0,8.0,59.0,2.0,0.5728155339805825
m_2018_A_50,atp_104871,640.0,84.0,False,0.0,4.0,6.0,2.0,,,1.76,1.85,77.0,55.0,22.0,6.0,2.0,5.0,13.0,9.0,54.0,4.0,0.627906976744186
m_2018_A_51,atp_200615,55.0,550.0,False,1.0,3.0,7.0,3.0,3.0,,3.98,4.4,135.0,88.0,47.0,17.0,8.0,14.0,23.0,24.0,79.0,11.0,0.5231788079470199
m_2018_A_52,atp_104547,768.0,66.0,False,0.0,4.0,4.0,5.0,,,4.34,4.75,88.0,59.0,29.0,4.0,8.0,14.0,18.0,11.0,74.0,3.0,0.6851851851851852
m_2018_A_53,atp_126952,301.0,174.0,False,0.0,1.0,2.0,4.0,,,4.31,4.7,55.0,37.0,18.0,9.0,2.0,8.0,5.0,13.0,29.0,8.0,0.4084507042253521
m_2018_A_54,atp_106423,245.0,216.0,False,1.0,2.0,7.0,6.0,4.0,,1.7,1.77,132.0,90.0,42.0,6.0,3.0,7.0,20.0,22.0,85.0,9.0,0.5985915492957746
m_2018_A_55,atp_144719,275.0,187.0,False,0.0,3.0,6.0,4.0,,,7.48,9.0,82.0,47.0,35.0,6.0,3.0,9.0,12.0,23.0,54.0,5.0,0.6136363636363636
m_2018_A_56,atp_104882,540.0,106.0,False,0.0,1.0,4.0,5.0,,,12.51,17.0,75.0,47.0,28.0,0.0,5.0,12.0,15.0,13.0,41.0,4.0,0.45555555555555555
m_2018_A_57,atp_105166,401.0,139.0,False,0.0,6.0,6.0,4.0,,,4.42,4.97,103.0,70.0,33.0,8.0,4.0,7.0,17.0,16.0,68.0,3.0,0.5862068965517241
m_2018_A_58,atp_105332,1190.0,42.0,False,1.0,0.0,7.0,1.0,4.0,,1.41,1.48,107.0,74.0,33.0,12.0,10.0,17.0,19.0,14.0,75.0,10.0,0.5357142857142857
m_2018_A_59,atp_104999,1302.0,35.0,False,0.0,2.0,1.0,,,,3.79,4.2,30.0,21.0,9.0,1.0,2.0,6.0,4.0,5.0,33.0,3.0,0.7333333333333333
m_2018_A_60,atp_200282,453.0,127.0,False,1.0,3.0,6.0,0.0,1.0,,2.8,3.0,78.0,52.0,26.0,4.0,8.0,15.0,9.0,17.0,75.0,4.0,0.7352941176470589
m_2018_A_61,atp_105379,968.0,51.0,False,0.0,3.0,4.0,3.0,,,18.49,29.0,75.0,53.0,22.0,2.0,9.0,13.0,13.0,9.0,50.0,5.0,0.5555555555555556
m_2018_A_62,atp_105550,864.0,56.0,False,0.0,4.0,4.0,4.0,,,3.9,4.7,95.0,59.0,36.0,3.0,5.0,8.0,15.0,21.0,55.0,1.0,0.6111111111111112
m_2018_A_63,atp_126207,656.0,81.0,False,0.0,3.0,4.0,3.0,,,6.19,7.4,78.0,53.0,25.0,9.0,3.0,7.0,10.0,15.0,46.0,2.0,0.5054945054945055
m_2018_A_64,atp_105074,488.0,117.0,False,0.0,5.0,1.0,3.0,,,2.03,2.15,71.0,46.0,25.0,6.0,2.0,7.0,9.0,16.0,52.0,3.0,0.6341463414634146
m_2018_A_65,atp_104291,560.0,100.0,False,2.0,5.0,4.0,7.0,6.0,2.0,6.44,7.71,172.0,114.0,58.0,11.0,13.0,18.0,18.0,40.0,92.0,9.0,0.5380116959064327
m_2018_A_66,atp_106415,318.0,168.0,False,0.0,1.0,3.0,4.0,,,2.4,2.54,73.0,44.0,29.0,1.0,3.0,8.0,8.0,21.0,51.0,3.0,0.6375
m_2018_A_67,atp_104468,860.0,57.0,False,0.0,2.0,0.0,,,,1.66,1.75,23.0,14.0,9.0,2.0,2.0,6.0,5.0,4.0,20.0,2.0,0.5714285714285714
m_2018_A_68,atp_133430,986.0,50.0,False,2.0,6.0,3.0,6.0,6.0,5.0,2.36,2.6,160.0,104.0,56.0,11.0,5.0,8.0,12.0,44.0,88.0,8.0,0.567741935483871
m_2018_A_69,atp_104797,848.0,60.0,False,0.0,2.0,2.0,4.0,,,2.92,3.06,56.0,45.0,11.0,4.0,4.0,9.0,3.0,8.0,45.0,0.0,0.569620253164557
m_2018_A_70,atp_105216,1200.0,41.0,False,2.0,6.0,7.0,5.0,6.0,10.0,1.56,1.62,205.0,152.0,53.0,16.0,8.0,10.0,20.0,33.0,133.0,14.0,0.6244131455399061
m_2018_A_71,atp_105311,720.0,70.0,False,0.0,1.0,5.0,2.0,,,8.7,11.17,53.0,48.0,5.0,6.0,5.0,10.0,3.0,2.0,52.0,2.0,0.5977011494252874
m_2018_A_72,atp_105357,476.0,122.0,False,1.0,5.0,6.0,4.0,1.0,,1.59,1.65,114.0,70.0,44.0,13.0,8.0,15.0,20.0,24.0,81.0,3.0,0.6694214876033058
m_2018_A_73,atp_104655,1345.0,34.0,False,0.0,4.0,6.0,4.0,,,2.33,2.52,89.0,65.0,24.0,7.0,3.0,5.0,7.0,17.0,56.0,7.0,0.5490196078431373
m_2018_A_74,atp_104919,929.0,52.0,False,0.0,3.0,4.0,6.0,,,14.6,19.56,90.0,66.0,24.0,15.0,9.0,12.0,14.0,10.0,71.0,6.0,0.6513761467889908
m_2018_A_75,atp_134770,422.0,138.0,False,0.0,4.0,2.0,3.0,,,4.1,4.5,77.0,51.0,26.0,9.0,5.0,11.0,4.0,22.0,60.0,2.0,0.625
m_2018_A_76,atp_104571,474.0,123.0,False,1.0,4.0,7.0,4.0,2.0,,2.97,3.5,129.0,82.0,47.0,23.0,15.0,24.0,10.0,37.0,81.0,6.0,0.54
m_2018_A_77,atp_104678,800.0,65.0,False,0.0,5.0,4.0,6.0,,,9.63,11.7,96.0,71.0,25.0,16.0,8.0,11.0,11.0,14.0,75.0,6.0,0.6521739130434783
m_2018_A_78,atp_111456,277.0,186.0,False,2.0,6.0,2.0,4.0,6.0,6.0,15.98,22.73,150.0,94.0,56.0,4.0,7.0,12.0,23.0,33.0,85.0,6.0,0.5629139072847682
m_2018_A_79,atp_105051,684.0,78.0,False,0.0,6.0,3.0,4.0,,,2.57,2.76,92.0,56.0,36.0,5.0,7.0,12.0,13.0,23.0,72.0,2.0,0.72
